run,tasks_found,tasks_missing,types_found,mean_task_score,mean_type_score,retrieval,retrieval_ood,errors,result_dir
G1-R2-RL-GradedNDCG64-SF-Anneal080090-Seed2026-s2026,1,0,1,18.79,18.79,18.79,18.79,0,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-r2/G1-R2-RL-GradedNDCG64-SF-Anneal080090-Seed2026-s2026/mteb_eval/bright/iclr2027-r2__G1-R2-RL-GradedNDCG64-SF-Anneal080090-Seed2026-s2026__tokens-v2__pool-fp32/no_revision_available
G1-R2-RL-GradedNDCG64-SF-Anneal080090-Seed3407-s3407,1,0,1,18.78,18.78,18.78,18.78,0,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-r2/G1-R2-RL-GradedNDCG64-SF-Anneal080090-Seed3407-s3407/mteb_eval/bright/iclr2027-r2__G1-R2-RL-GradedNDCG64-SF-Anneal080090-Seed3407-s3407__tokens-v2__pool-fp32/no_revision_available
G1-R2-RL-GradedNDCG64-SF-Kappa755-Seed3407-s3407,1,0,1,18.78,18.78,18.78,18.78,0,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-r2/G1-R2-RL-GradedNDCG64-SF-Kappa755-Seed3407-s3407/mteb_eval/bright/iclr2027-r2__G1-R2-RL-GradedNDCG64-SF-Kappa755-Seed3407-s3407__tokens-v2__pool-fp32/no_revision_available
G1-R2-RL-GradedNDCG64-SF-Align065-Seed3407-s3407,1,0,1,18.75,18.75,18.75,18.75,0,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-r2/G1-R2-RL-GradedNDCG64-SF-Align065-Seed3407-s3407/mteb_eval/bright/iclr2027-r2__G1-R2-RL-GradedNDCG64-SF-Align065-Seed3407-s3407__tokens-v2__pool-fp32/no_revision_available
G1-R2-RL-GradedNDCG64-CP-Align040-Seed3407-s3407,1,0,1,18.74,18.74,18.74,18.74,0,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-r2/G1-R2-RL-GradedNDCG64-CP-Align040-Seed3407-s3407/mteb_eval/bright/iclr2027-r2__G1-R2-RL-GradedNDCG64-CP-Align040-Seed3407-s3407__tokens-v2__pool-fp32/no_revision_available
G1-R2-RL-GradedNDCG64-SF-Align080-s42,1,0,1,18.65,18.65,18.65,18.65,0,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-r2/G1-R2-RL-GradedNDCG64-SF-Align080-s42/mteb_eval/bright/iclr2027-r2__G1-R2-RL-GradedNDCG64-SF-Align080-s42__tokens-v2__pool-fp32/no_revision_available
G1-R2-RL-BinaryNDCG64-CP-Seed3407-s3407,1,0,1,18.64,18.64,18.64,18.64,0,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-r2/G1-R2-RL-BinaryNDCG64-CP-Seed3407-s3407/mteb_eval/bright/iclr2027-r2__G1-R2-RL-BinaryNDCG64-CP-Seed3407-s3407__tokens-v2__pool-fp32/no_revision_available
G1-R2-RL-GradedNDCG64-SF-Align080-Seed2026-s2026,1,0,1,18.63,18.63,18.63,18.63,0,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-r2/G1-R2-RL-GradedNDCG64-SF-Align080-Seed2026-s2026/mteb_eval/bright/iclr2027-r2__G1-R2-RL-GradedNDCG64-SF-Align080-Seed2026-s2026__tokens-v2__pool-fp32/no_revision_available
G1-R2-RL-GradedNDCG64-SF-Align098-Seed2026-s2026,1,0,1,18.62,18.62,18.62,18.62,0,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-r2/G1-R2-RL-GradedNDCG64-SF-Align098-Seed2026-s2026/mteb_eval/bright/iclr2027-r2__G1-R2-RL-GradedNDCG64-SF-Align098-Seed2026-s2026__tokens-v2__pool-fp32/no_revision_available
G1-R2-RL-GradedNDCG64-SF-Norm-s42,1,0,1,18.59,18.59,18.59,18.59,0,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-r2/G1-R2-RL-GradedNDCG64-SF-Norm-s42/mteb_eval/bright/iclr2027-r2__G1-R2-RL-GradedNDCG64-SF-Norm-s42__tokens-v2__pool-fp32/no_revision_available
G1-R2-RL-GradedNDCG64-SF-Align098-Seed3407-s3407,1,0,1,18.58,18.58,18.58,18.58,0,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-r2/G1-R2-RL-GradedNDCG64-SF-Align098-Seed3407-s3407/mteb_eval/bright/iclr2027-r2__G1-R2-RL-GradedNDCG64-SF-Align098-Seed3407-s3407__tokens-v2__pool-fp32/no_revision_available
G1-R2-RL-GradedNDCG64-SF-Align095-Seed3407-s3407,1,0,1,18.58,18.58,18.58,18.58,0,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-r2/G1-R2-RL-GradedNDCG64-SF-Align095-Seed3407-s3407/mteb_eval/bright/iclr2027-r2__G1-R2-RL-GradedNDCG64-SF-Align095-Seed3407-s3407__tokens-v2__pool-fp32/no_revision_available
G1-R2-RL-GradedNDCG64-SF-NoRescale-s42,1,0,1,18.57,18.57,18.57,18.57,0,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-r2/G1-R2-RL-GradedNDCG64-SF-NoRescale-s42/mteb_eval/bright/iclr2027-r2__G1-R2-RL-GradedNDCG64-SF-NoRescale-s42__tokens-v2__pool-fp32/no_revision_available
G1-R2-RL-MRR64-SF-s42,1,0,1,18.54,18.54,18.54,18.54,0,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-r2/G1-R2-RL-MRR64-SF-s42/mteb_eval/bright/iclr2027-r2__G1-R2-RL-MRR64-SF-s42__tokens-v2__pool-fp32/no_revision_available
G1-R2-RL-GradedNDCG64-SF-Seed2026-s2026,1,0,1,18.53,18.53,18.53,18.53,0,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-r2/G1-R2-RL-GradedNDCG64-SF-Seed2026-s2026/mteb_eval/bright/iclr2027-r2__G1-R2-RL-GradedNDCG64-SF-Seed2026-s2026__tokens-v2__pool-fp32/no_revision_available
G1-R2-RL-GradedNDCG64-SF-Norm-Seed2026-s2026,1,0,1,18.49,18.49,18.49,18.49,0,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-r2/G1-R2-RL-GradedNDCG64-SF-Norm-Seed2026-s2026/mteb_eval/bright/iclr2027-r2__G1-R2-RL-GradedNDCG64-SF-Norm-Seed2026-s2026__tokens-v2__pool-fp32/no_revision_available
G1-R2-RL-GradedNDCG64-SF-Paired-Seed3407-s3407,1,0,1,18.47,18.47,18.47,18.47,0,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-r2/G1-R2-RL-GradedNDCG64-SF-Paired-Seed3407-s3407/mteb_eval/bright/iclr2027-r2__G1-R2-RL-GradedNDCG64-SF-Paired-Seed3407-s3407__tokens-v2__pool-fp32/no_revision_available
G1-R2-RL-GradedNDCG64-SF-Kappa755-s42,1,0,1,18.46,18.46,18.46,18.46,0,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-r2/G1-R2-RL-GradedNDCG64-SF-Kappa755-s42/mteb_eval/bright/iclr2027-r2__G1-R2-RL-GradedNDCG64-SF-Kappa755-s42__tokens-v2__pool-fp32/no_revision_available
G1-R2-RL-GradedNDCG64-SF-Anneal080090-s42,1,0,1,18.43,18.43,18.43,18.43,0,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-r2/G1-R2-RL-GradedNDCG64-SF-Anneal080090-s42/mteb_eval/bright/iclr2027-r2__G1-R2-RL-GradedNDCG64-SF-Anneal080090-s42__tokens-v2__pool-fp32/no_revision_available
G1-R2-RL-GradedNDCG64-SF-Align095-s42,1,0,1,18.37,18.37,18.37,18.37,0,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-r2/G1-R2-RL-GradedNDCG64-SF-Align095-s42/mteb_eval/bright/iclr2027-r2__G1-R2-RL-GradedNDCG64-SF-Align095-s42__tokens-v2__pool-fp32/no_revision_available
G1-R2-RL-BinaryNDCG64-SF-s42,1,0,1,18.33,18.33,18.33,18.33,0,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-r2/G1-R2-RL-BinaryNDCG64-SF-s42/mteb_eval/bright/iclr2027-r2__G1-R2-RL-BinaryNDCG64-SF-s42__tokens-v2__pool-fp32/no_revision_available
G1-R2-CL-Seed2026-s2026,1,0,1,18.25,18.25,18.25,18.25,0,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-r2/G1-R2-CL-Seed2026-s2026/mteb_eval/bright/iclr2027-r2__G1-R2-CL-Seed2026-s2026__tokens-v2__pool-fp32/no_revision_available
G1-R2-RL-GradedNDCG64-SF-Align053-s42,1,0,1,18.23,18.23,18.23,18.23,0,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-r2/G1-R2-RL-GradedNDCG64-SF-Align053-s42/mteb_eval/bright/iclr2027-r2__G1-R2-RL-GradedNDCG64-SF-Align053-s42__tokens-v2__pool-fp32/no_revision_available
G1-R2-RL-GradedNDCG64-SF-s42,1,0,1,18.23,18.23,18.23,18.23,0,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-r2/G1-R2-RL-GradedNDCG64-SF-s42/mteb_eval/bright/iclr2027-r2__G1-R2-RL-GradedNDCG64-SF-s42__tokens-v2__pool-fp32/no_revision_available
G1-R2-RL-GradedNDCG64-SF-NoRescale-Seed2026-s2026,1,0,1,18.16,18.16,18.16,18.16,0,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-r2/G1-R2-RL-GradedNDCG64-SF-NoRescale-Seed2026-s2026/mteb_eval/bright/iclr2027-r2__G1-R2-RL-GradedNDCG64-SF-NoRescale-Seed2026-s2026__tokens-v2__pool-fp32/no_revision_available
G1-R2-RL-GradedNDCG32-SF-Seed3407-s3407,1,0,1,18.07,18.07,18.07,18.07,0,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-r2/G1-R2-RL-GradedNDCG32-SF-Seed3407-s3407/mteb_eval/bright/iclr2027-r2__G1-R2-RL-GradedNDCG32-SF-Seed3407-s3407__tokens-v2__pool-fp32/no_revision_available
G1-R2-RL-GradedNDCG32-SF-s42,1,0,1,17.98,17.98,17.98,17.98,0,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-r2/G1-R2-RL-GradedNDCG32-SF-s42/mteb_eval/bright/iclr2027-r2__G1-R2-RL-GradedNDCG32-SF-s42__tokens-v2__pool-fp32/no_revision_available
G1-R2-CL-s42,1,0,1,17.87,17.87,17.87,17.87,0,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-r2/G1-R2-CL-s42/mteb_eval/bright/iclr2027-r2__G1-R2-CL-s42__tokens-v2__pool-fp32/no_revision_available
G1-R2-RL-GradedNDCG64-SF-Paired-Seed2026-s2026,1,0,1,17.85,17.85,17.85,17.85,0,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-r2/G1-R2-RL-GradedNDCG64-SF-Paired-Seed2026-s2026/mteb_eval/bright/iclr2027-r2__G1-R2-RL-GradedNDCG64-SF-Paired-Seed2026-s2026__tokens-v2__pool-fp32/no_revision_available
G1-R2-RL-GradedNDCG64-SF-Align040-Seed3407-s3407,1,0,1,17.65,17.65,17.65,17.65,0,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-r2/G1-R2-RL-GradedNDCG64-SF-Align040-Seed3407-s3407/mteb_eval/bright/iclr2027-r2__G1-R2-RL-GradedNDCG64-SF-Align040-Seed3407-s3407__tokens-v2__pool-fp32/no_revision_available
G1-R2-DR-GradedNDCG64-SF-s42,1,0,1,17.57,17.57,17.57,17.57,0,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-r2/G1-R2-DR-GradedNDCG64-SF-s42/mteb_eval/bright/iclr2027-r2__G1-R2-DR-GradedNDCG64-SF-s42__tokens-v2__pool-fp32__fixed-corpus-3e9a805cbd59/no_revision_available
G1-R2-DR-GradedNDCG64-SF-Seed2026-s2026,1,0,1,17.57,17.57,17.57,17.57,0,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-r2/G1-R2-DR-GradedNDCG64-SF-Seed2026-s2026/mteb_eval/bright/iclr2027-r2__G1-R2-DR-GradedNDCG64-SF-Seed2026-s2026__tokens-v2__pool-fp32__fixed-corpus-3e9a805cbd59/no_revision_available
G1-R2-RL-GradedNDCG64-SF-Paired-s42,1,0,1,17.57,17.57,17.57,17.57,0,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-r2/G1-R2-RL-GradedNDCG64-SF-Paired-s42/mteb_eval/bright/iclr2027-r2__G1-R2-RL-GradedNDCG64-SF-Paired-s42__tokens-v2__pool-fp32/no_revision_available
G1-R2-RL-GradedNDCG32-SF-Seed2026-s2026,1,0,1,17.55,17.55,17.55,17.55,0,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-r2/G1-R2-RL-GradedNDCG32-SF-Seed2026-s2026/mteb_eval/bright/iclr2027-r2__G1-R2-RL-GradedNDCG32-SF-Seed2026-s2026__tokens-v2__pool-fp32/no_revision_available
G1-R2-DR-GradedNDCG64-SF-Seed3407-s3407,1,0,1,17.43,17.43,17.43,17.43,0,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-r2/G1-R2-DR-GradedNDCG64-SF-Seed3407-s3407/mteb_eval/bright/iclr2027-r2__G1-R2-DR-GradedNDCG64-SF-Seed3407-s3407__tokens-v2__pool-fp32__fixed-corpus-3e9a805cbd59/no_revision_available
G1-R2-RL-GradedNDCG64-SF-DPolicy-s42,1,0,1,17.4,17.4,17.4,17.4,0,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-r2/G1-R2-RL-GradedNDCG64-SF-DPolicy-s42/mteb_eval/bright/iclr2027-r2__G1-R2-RL-GradedNDCG64-SF-DPolicy-s42__tokens-v2__pool-fp32/no_revision_available
G1-R2-RL-GradedNDCG64-SF-Align095-Seed2026-s2026,1,0,1,17.35,17.35,17.35,17.35,0,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-r2/G1-R2-RL-GradedNDCG64-SF-Align095-Seed2026-s2026/mteb_eval/bright/iclr2027-r2__G1-R2-RL-GradedNDCG64-SF-Align095-Seed2026-s2026__tokens-v2__pool-fp32/no_revision_available
G1-R2-RL-GradedNDCG64-SF-Align040-Seed2026-s2026,1,0,1,17.31,17.31,17.31,17.31,0,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-r2/G1-R2-RL-GradedNDCG64-SF-Align040-Seed2026-s2026/mteb_eval/bright/iclr2027-r2__G1-R2-RL-GradedNDCG64-SF-Align040-Seed2026-s2026__tokens-v2__pool-fp32/no_revision_available
G1-R2-RL-GradedNDCG64-SF-Align098-s42,1,0,1,17.15,17.15,17.15,17.15,0,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-r2/G1-R2-RL-GradedNDCG64-SF-Align098-s42/mteb_eval/bright/iclr2027-r2__G1-R2-RL-GradedNDCG64-SF-Align098-s42__tokens-v2__pool-fp32/no_revision_available
G1-R2-RL-GradedNDCG64-SF-DPolicy-Seed2026-s2026,1,0,1,17.05,17.05,17.05,17.05,0,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-r2/G1-R2-RL-GradedNDCG64-SF-DPolicy-Seed2026-s2026/mteb_eval/bright/iclr2027-r2__G1-R2-RL-GradedNDCG64-SF-DPolicy-Seed2026-s2026__tokens-v2__pool-fp32/no_revision_available
G1-R2-CL-Seed3407-s3407,1,0,1,17.04,17.04,17.04,17.04,0,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-r2/G1-R2-CL-Seed3407-s3407/mteb_eval/bright/iclr2027-r2__G1-R2-CL-Seed3407-s3407__tokens-v2__pool-fp32/no_revision_available
G1-R2-RL-GradedNDCG64-SF-DocMean-s42,1,0,1,17.01,17.01,17.01,17.01,0,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-r2/G1-R2-RL-GradedNDCG64-SF-DocMean-s42/mteb_eval/bright/iclr2027-r2__G1-R2-RL-GradedNDCG64-SF-DocMean-s42__tokens-v2__pool-fp32/no_revision_available
G1-R2-RL-GradedNDCG64-SF-DocMean-Seed3407-s3407,1,0,1,16.78,16.78,16.78,16.78,0,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-r2/G1-R2-RL-GradedNDCG64-SF-DocMean-Seed3407-s3407/mteb_eval/bright/iclr2027-r2__G1-R2-RL-GradedNDCG64-SF-DocMean-Seed3407-s3407__tokens-v2__pool-fp32/no_revision_available
G1-R2-RL-GradedNDCG64-SF-NormDocMean-s42,1,0,1,16.78,16.78,16.78,16.78,0,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-r2/G1-R2-RL-GradedNDCG64-SF-NormDocMean-s42/mteb_eval/bright/iclr2027-r2__G1-R2-RL-GradedNDCG64-SF-NormDocMean-s42__tokens-v2__pool-fp32/no_revision_available
G1-R2-RL-GradedNDCG64-SF-Align040-s42,1,0,1,16.77,16.77,16.77,16.77,0,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-r2/G1-R2-RL-GradedNDCG64-SF-Align040-s42/mteb_eval/bright/iclr2027-r2__G1-R2-RL-GradedNDCG64-SF-Align040-s42__tokens-v2__pool-fp32/no_revision_available
G1-R2-RL-GradedNDCG64-SF-DPolicy-Seed3407-s3407,1,0,1,16.64,16.64,16.64,16.64,0,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-r2/G1-R2-RL-GradedNDCG64-SF-DPolicy-Seed3407-s3407/mteb_eval/bright/iclr2027-r2__G1-R2-RL-GradedNDCG64-SF-DPolicy-Seed3407-s3407__tokens-v2__pool-fp32/no_revision_available
G1-R2-LL-Binary-Seed2026-s2026,1,0,1,16.63,16.63,16.63,16.63,0,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-r2/G1-R2-LL-Binary-Seed2026-s2026/mteb_eval/bright/iclr2027-r2__G1-R2-LL-Binary-Seed2026-s2026__tokens-v2__pool-fp32/no_revision_available
G1-R2-RL-GradedNDCG64-SF-QPolicy-Seed3407-s3407,1,0,1,16.63,16.63,16.63,16.63,0,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-r2/G1-R2-RL-GradedNDCG64-SF-QPolicy-Seed3407-s3407/mteb_eval/bright/iclr2027-r2__G1-R2-RL-GradedNDCG64-SF-QPolicy-Seed3407-s3407__tokens-v2__pool-fp32/no_revision_available
G1-R2-RL-GradedNDCG64-SF-NormDocMean-Seed3407-s3407,1,0,1,16.58,16.58,16.58,16.58,0,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-r2/G1-R2-RL-GradedNDCG64-SF-NormDocMean-Seed3407-s3407/mteb_eval/bright/iclr2027-r2__G1-R2-RL-GradedNDCG64-SF-NormDocMean-Seed3407-s3407__tokens-v2__pool-fp32/no_revision_available
G1-R2-RL-GradedNDCG64-SF-NormDocMean-Seed2026-s2026,1,0,1,16.48,16.48,16.48,16.48,0,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-r2/G1-R2-RL-GradedNDCG64-SF-NormDocMean-Seed2026-s2026/mteb_eval/bright/iclr2027-r2__G1-R2-RL-GradedNDCG64-SF-NormDocMean-Seed2026-s2026__tokens-v2__pool-fp32/no_revision_available
G1-R2-RL-GradedNDCG64-SF-DocMean-Seed2026-s2026,1,0,1,16.39,16.39,16.39,16.39,0,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-r2/G1-R2-RL-GradedNDCG64-SF-DocMean-Seed2026-s2026/mteb_eval/bright/iclr2027-r2__G1-R2-RL-GradedNDCG64-SF-DocMean-Seed2026-s2026__tokens-v2__pool-fp32/no_revision_available
G1-R2-RL-GradedNDCG64-SF-QPolicy-s42,1,0,1,16.13,16.13,16.13,16.13,0,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-r2/G1-R2-RL-GradedNDCG64-SF-QPolicy-s42/mteb_eval/bright/iclr2027-r2__G1-R2-RL-GradedNDCG64-SF-QPolicy-s42__tokens-v2__pool-fp32/no_revision_available
G1-R2-LL-Binary-Seed3407-s3407,1,0,1,16.05,16.05,16.05,16.05,0,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-r2/G1-R2-LL-Binary-Seed3407-s3407/mteb_eval/bright/iclr2027-r2__G1-R2-LL-Binary-Seed3407-s3407__tokens-v2__pool-fp32/no_revision_available
G1-R2-RL-GradedNDCG64-SF-QPolicy-Seed2026-s2026,1,0,1,15.93,15.93,15.93,15.93,0,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-r2/G1-R2-RL-GradedNDCG64-SF-QPolicy-Seed2026-s2026/mteb_eval/bright/iclr2027-r2__G1-R2-RL-GradedNDCG64-SF-QPolicy-Seed2026-s2026__tokens-v2__pool-fp32/no_revision_available
G1-R2-LL-Binary-s42,1,0,1,15.87,15.87,15.87,15.87,0,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-r2/G1-R2-LL-Binary-s42/mteb_eval/bright/iclr2027-r2__G1-R2-LL-Binary-s42__tokens-v2__pool-fp32/no_revision_available
G1-R2-E0,1,0,1,15.1,15.1,15.1,15.1,0,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-r2/G1-R2-E0/mteb_eval/bright/Qwen__Qwen3-Embedding-0.6B__tokens-v2__pool-fp32/97b0c614be4d77ee51c0cef4e5f07c00f9eb65b3
