step,reward/mean,reward/pairwise/mean,reward/combined_mean,reward/std,reward/min,reward/max,train/loss,train/loss_listwise,train/loss_pairwise,train/loss_pairwise_weighted,reward/pairwise_weighted
16,0.742179,0.778075,1.131216,0.15924,0.163077,0.996739,-0.0897,-0.074859,-0.029695,-0.014847,0.3890375
17,0.750701,0.7709,1.136151,0.170625,0.185151,0.997388,-0.0852,-0.067443,-0.035441,-0.017721,0.38545
18,0.74608,0.788563,1.140362,0.146708,0.159344,0.996944,-0.045,-0.02305,-0.043854,-0.021927,0.3942815
19,0.715685,0.770033,1.100702,0.155747,0.202302,0.991631,-0.0714,-0.054073,-0.03472,-0.01736,0.3850165
20,0.744775,0.798817,1.144183,0.160704,0.158671,0.999469,-0.0439,-0.027087,-0.033667,-0.016834,0.3994085
21,0.783466,0.803762,1.185347,0.131747,0.240287,0.996967,-0.1095,-0.083432,-0.052098,-0.026049,0.401881
22,0.741211,0.810856,1.14664,0.16054,0.175462,0.991013,-0.0164,-0.005912,-0.020891,-0.010446,0.405428
23,0.747016,0.818106,1.156069,0.140529,0.23245,0.995783,-0.0375,-0.03141,-0.012258,-0.006129,0.409053
24,0.740684,0.807907,1.144638,0.142645,0.219757,0.994089,-0.0114,0.001502,-0.025821,-0.01291,0.4039535
25,0.701393,0.765887,1.084336,0.166591,0.156322,0.988437,-0.057,-0.044254,-0.025508,-0.012754,0.3829435
26,0.732642,0.8029,1.134092,0.134126,0.21182,0.989821,0.0259,0.040406,-0.029077,-0.014539,0.40145
27,0.770468,0.833892,1.187414,0.162387,0.187455,0.996967,-0.0823,-0.067712,-0.029135,-0.014567,0.416946
28,0.748741,0.813669,1.155576,0.163217,0.175685,0.996967,-0.0124,-0.007303,-0.010099,-0.00505,0.4068345
29,0.774146,0.823987,1.18614,0.1411,0.217032,0.996487,-0.1096,-0.096122,-0.027016,-0.013508,0.4119935
30,0.719132,0.795509,1.116887,0.174885,0.148904,0.99621,-0.0706,-0.056791,-0.027521,-0.01376,0.3977545
31,0.755085,0.7855,1.147835,0.147205,0.197713,0.995025,-0.0231,-0.009919,-0.026308,-0.013154,0.39275
32,0.740406,0.793741,1.137277,0.159609,0.226075,0.992676,0.0353,0.040748,-0.0109,-0.00545,0.3968705
33,0.782989,0.826185,1.196082,0.126648,0.274616,0.994857,0.0114,0.016287,-0.009693,-0.004846,0.4130925
34,0.751539,0.799473,1.151275,0.153093,0.206334,0.995503,-0.0182,0.002195,-0.04087,-0.020435,0.3997365
35,0.726266,0.771713,1.112123,0.150303,0.204743,0.987952,-0.008,0.004908,-0.025802,-0.012901,0.3858565
36,0.791486,0.843632,1.213302,0.147689,0.191494,1,-0.0518,-0.03728,-0.02902,-0.01451,0.421816
37,0.755983,0.809147,1.160557,0.139953,0.212941,0.997548,-0.0054,0.002841,-0.016386,-0.008193,0.4045735
38,0.759394,0.815214,1.167001,0.152229,0.245062,0.995053,-0.0113,0.00348,-0.029575,-0.014787,0.407607
39,0.774619,0.832661,1.190949,0.134899,0.247493,0.995503,-0.0862,-0.068919,-0.034467,-0.017234,0.4163305
40,0.807849,0.851731,1.233714,0.120739,0.326732,0.994693,-0.0342,-0.025175,-0.01809,-0.009045,0.4258655
41,0.782823,0.844817,1.205232,0.121549,0.268821,0.996209,-0.0782,-0.061465,-0.03343,-0.016715,0.4224085
42,0.807638,0.834254,1.224765,0.142902,0.238831,0.997269,-0.0406,-0.023543,-0.034142,-0.017071,0.417127
43,0.809654,0.879667,1.249487,0.12155,0.310077,1,-0.0407,-0.022744,-0.03588,-0.01794,0.4398335
44,0.794453,0.848431,1.218668,0.135045,0.24435,0.99278,-0.058,-0.045286,-0.025492,-0.012746,0.4242155
45,0.75438,0.832226,1.170493,0.150362,0.166407,0.995231,-0.0417,-0.028984,-0.025372,-0.012686,0.416113
46,0.747403,0.842307,1.168556,0.148528,0.224996,0.994751,-0.0031,-0.001499,-0.00318,-0.00159,0.4211535
47,0.794712,0.834229,1.211826,0.142308,0.228878,0.999469,-0.053,-0.047523,-0.010932,-0.005466,0.4171145
48,0.787154,0.819089,1.196698,0.139965,0.235207,0.995813,-0.0597,-0.038842,-0.041752,-0.020876,0.4095445
49,0.78362,0.817836,1.192538,0.137352,0.241247,0.996967,-0.051,-0.038791,-0.024319,-0.012159,0.408918
50,0.792758,0.838854,1.212185,0.143151,0.246903,1,-0.0566,-0.042852,-0.027438,-0.013719,0.419427
51,0.798589,0.848227,1.222703,0.135977,0.248637,0.996584,-0.0918,-0.065309,-0.053013,-0.026506,0.4241135
52,0.749639,0.81236,1.155819,0.136048,0.223324,0.993831,-0.0853,-0.073432,-0.023738,-0.011869,0.40618
53,0.816594,0.841303,1.237245,0.117605,0.345328,1,-0.0486,-0.038208,-0.020758,-0.010379,0.4206515
54,0.79376,0.805624,1.196573,0.141824,0.232649,0.997498,-0.0559,-0.038374,-0.035065,-0.017533,0.402812
55,0.799239,0.859766,1.229121,0.13049,0.26724,1,-0.0522,-0.038557,-0.027336,-0.013668,0.429883
56,0.782258,0.875304,1.21991,0.140887,0.249709,0.999469,-0.0598,-0.045096,-0.029481,-0.01474,0.437652
57,0.792083,0.871552,1.227859,0.132255,0.282866,0.999469,-0.0481,-0.029566,-0.036972,-0.018486,0.435776
58,0.786649,0.852641,1.212969,0.149948,0.195179,1,-0.0728,-0.055019,-0.03554,-0.01777,0.4263205
59,0.757988,0.839504,1.17774,0.155389,0.181067,0.997777,-0.0625,-0.050119,-0.024717,-0.012358,0.419752
60,0.798493,0.837572,1.217279,0.132143,0.280337,0.997784,-0.1006,-0.090662,-0.019889,-0.009944,0.418786
61,0.794803,0.860065,1.224835,0.131229,0.261509,1,-0.0624,-0.051359,-0.022113,-0.011056,0.4300325
62,0.811621,0.825615,1.224428,0.124757,0.323726,0.996262,-0.0338,-0.017874,-0.031899,-0.015949,0.4128075
63,0.777727,0.840474,1.197964,0.1464,0.253124,0.997498,-0.023,-0.010351,-0.02536,-0.01268,0.420237
64,0.75663,0.836086,1.174673,0.134117,0.206977,0.999073,-0.0103,0.004726,-0.03012,-0.01506,0.418043
65,0.7812,0.818347,1.190373,0.139652,0.259551,0.997777,-0.0323,-0.017035,-0.030626,-0.015313,0.4091735
66,0.807133,0.866232,1.24025,0.131393,0.269027,0.999469,-0.0475,-0.041349,-0.012397,-0.006198,0.433116
67,0.793662,0.840436,1.21388,0.126302,0.276704,0.996739,-0.0545,-0.047071,-0.014877,-0.007439,0.420218
68,0.825342,0.861673,1.256179,0.123056,0.321648,1,-0.103,-0.09053,-0.024931,-0.012465,0.4308365
69,0.768904,0.826244,1.182026,0.141567,0.214808,0.99523,-0.0354,-0.027363,-0.016025,-0.008012,0.413122
70,0.802097,0.85214,1.228167,0.129838,0.267365,0.994892,-0.0117,0.008278,-0.039954,-0.019977,0.42607
71,0.801118,0.854519,1.228377,0.133424,0.249797,0.997498,-0.0399,-0.030299,-0.019303,-0.009651,0.4272595
72,0.81789,0.861729,1.248754,0.127109,0.260587,0.999073,-0.0606,-0.044026,-0.033056,-0.016528,0.4308645
73,0.774809,0.847678,1.198648,0.133174,0.25484,0.993737,0.0089,0.025935,-0.034158,-0.017079,0.423839
74,0.790604,0.855685,1.218446,0.139857,0.227787,0.996209,-0.0575,-0.043198,-0.028583,-0.014291,0.4278425
75,0.815034,0.858079,1.244074,0.135883,0.301232,1,-0.0566,-0.039722,-0.033729,-0.016865,0.4290395
76,0.773444,0.819662,1.183275,0.143007,0.211035,0.991596,-0.0892,-0.072416,-0.033521,-0.016761,0.409831
77,0.77736,0.844811,1.199766,0.13924,0.207338,0.999469,-0.0573,-0.043447,-0.027753,-0.013877,0.4224055
78,0.846176,0.891191,1.291771,0.107191,0.43192,1,-0.0471,-0.04079,-0.012618,-0.006309,0.4455955
79,0.797688,0.860896,1.228136,0.123835,0.305976,1,-0.0907,-0.074563,-0.03218,-0.01609,0.430448
80,0.853426,0.885701,1.296276,0.113183,0.357633,1,-0.0108,-0.001551,-0.018582,-0.009291,0.4428505
81,0.83209,0.859328,1.261754,0.125532,0.296581,1,-0.0756,-0.063876,-0.02347,-0.011735,0.429664
82,0.789847,0.846736,1.213215,0.12185,0.263517,0.999469,-0.021,-0.013053,-0.015858,-0.007929,0.423368
83,0.822496,0.872943,1.258968,0.121591,0.289241,1,-0.0773,-0.072289,-0.009956,-0.004978,0.4364715
84,0.831042,0.860471,1.261278,0.117905,0.325812,1,-0.0491,-0.037256,-0.023735,-0.011868,0.4302355
85,0.833995,0.879828,1.273909,0.11364,0.346564,0.998764,-0.0279,-0.015188,-0.025324,-0.012662,0.439914
86,0.774015,0.840636,1.194332,0.13253,0.283279,0.997984,-0.0523,-0.034952,-0.034758,-0.017379,0.420318
87,0.856672,0.908252,1.310798,0.111116,0.425717,1,-0.0807,-0.069398,-0.022697,-0.011348,0.454126
88,0.822945,0.864537,1.255213,0.122586,0.31062,0.999469,-0.1214,-0.099739,-0.043271,-0.021636,0.4322685
89,0.786018,0.846299,1.209168,0.136901,0.21274,0.994478,-0.024,-0.009725,-0.028612,-0.014306,0.4231495
90,0.808736,0.854728,1.2361,0.142704,0.241657,0.997115,-0.0511,-0.045443,-0.011275,-0.005638,0.427364
91,0.802433,0.86863,1.236748,0.123623,0.249144,0.994886,-0.0643,-0.04711,-0.034363,-0.017182,0.434315
92,0.832682,0.862409,1.263887,0.132166,0.314819,1,-0.1044,-0.091008,-0.026753,-0.013377,0.4312045
93,0.803724,0.84627,1.226859,0.125933,0.276647,0.998514,-0.0055,0.008975,-0.029027,-0.014513,0.423135
94,0.808479,0.86653,1.241744,0.137393,0.248757,0.998764,-0.0868,-0.075418,-0.02269,-0.011345,0.433265
95,0.787489,0.86227,1.218624,0.136753,0.279271,0.996121,-0.0008,0.008812,-0.019279,-0.00964,0.431135
96,0.830107,0.864307,1.26226,0.120539,0.334478,0.999469,-0.0293,-0.014073,-0.030428,-0.015214,0.4321535
97,0.794771,0.861737,1.225639,0.128724,0.292497,0.996188,-0.0914,-0.079139,-0.024462,-0.012231,0.4308685
98,0.821301,0.877015,1.259808,0.125057,0.286161,0.997269,-0.0602,-0.046852,-0.026643,-0.013321,0.4385075
99,0.816917,0.865503,1.249668,0.115149,0.312235,0.996571,-0.0064,0.002871,-0.018553,-0.009276,0.4327515
100,0.82959,0.849556,1.254368,0.123741,0.334372,0.997511,-0.0398,-0.022164,-0.035314,-0.017657,0.424778
101,0.793644,0.837696,1.212492,0.134289,0.233767,0.994996,-0.0308,-0.023975,-0.013683,-0.006841,0.418848
102,0.812772,0.865749,1.245647,0.129722,0.240069,0.997394,-0.0768,-0.062032,-0.029486,-0.014743,0.4328745
103,0.83261,0.880651,1.272936,0.11963,0.380556,0.998315,-0.0009,0.01096,-0.023765,-0.011883,0.4403255
104,0.813645,0.866603,1.246947,0.119926,0.276047,0.997498,-0.0426,-0.030415,-0.024308,-0.012154,0.4333015
105,0.793743,0.856358,1.221921,0.118703,0.313402,1,-0.0985,-0.083037,-0.030943,-0.015472,0.428179
106,0.846964,0.872214,1.283071,0.10669,0.369345,0.999469,0.0027,0.016322,-0.027214,-0.013607,0.436107
107,0.799699,0.867737,1.233567,0.130633,0.274901,1,-0.086,-0.072148,-0.027696,-0.013848,0.4338685
108,0.812658,0.854834,1.240075,0.122131,0.293103,1,-0.1217,-0.115442,-0.012547,-0.006273,0.427417
109,0.813754,0.861875,1.244691,0.129054,0.333605,0.998315,-0.0586,-0.04542,-0.026327,-0.013164,0.4309375
110,0.805965,0.871854,1.241893,0.121883,0.299051,0.996571,-0.0569,-0.043784,-0.026262,-0.013131,0.435927
111,0.80577,0.863593,1.237567,0.124225,0.297899,0.999469,-0.046,-0.03738,-0.017169,-0.008585,0.4317965
112,0.803267,0.852558,1.229546,0.125424,0.25815,0.999469,-0.0769,-0.06435,-0.025049,-0.012525,0.426279
113,0.815015,0.853286,1.241658,0.120854,0.300058,1,-0.0343,-0.021221,-0.026066,-0.013033,0.426643
