subset,model,query_id,reference_rank_bin,delta_ndcg,delta_mrr,delta_best_positive_score,delta_hardest_unlabelled_score,delta_margin,delta_fixed_margin,delta_fixed_boundary_distance,delta_fixed_mean_positive_cosine,query_neighbor_retention
biology,E0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,1,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,10,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,100,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,101,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,102,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,11,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,12,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,13,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,14,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,15,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,16,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,17,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,18,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,19,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,2,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,20,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,21,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,22,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,23,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,24,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,25,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,26,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,27,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,28,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,29,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,30,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,31,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,32,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,33,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,34,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,35,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,36,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,37,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,38,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,39,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,4,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,40,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,41,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,42,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,43,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,44,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,45,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,46,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,47,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,48,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,49,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,5,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,50,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,51,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,52,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,53,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,54,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,55,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,56,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,57,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,58,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,59,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,6,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,60,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,61,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,62,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,63,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,64,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,65,1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
biology,E0,66,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,67,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,68,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,69,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,70,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,71,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,72,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,73,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,75,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,76,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,77,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,78,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,79,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,80,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,81,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,82,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,83,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,84,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,85,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,86,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,87,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,88,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,89,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,9,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,90,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,91,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,92,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,93,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,94,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,95,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,96,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,97,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,98,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,E0,99,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
biology,InfoNCE,0,1,0.11305340175787204,0.0,0.24211359024047852,0.24956905841827393,-0.00745546817779541,-0.007455587387084961,-0.001775533566944031,0.311554491519928,0.3
biology,InfoNCE,1,2-10,-0.00798871898805914,-0.024999999999999994,0.2511937618255615,0.19397902488708496,0.05721473693847656,0.10262250900268555,0.11262397214046127,0.26085320115089417,0.5
biology,InfoNCE,10,1,0.0,0.0,0.2048705816268921,0.30585357546806335,-0.10098299384117126,0.09702181816101074,0.12627654327813106,0.2880271375179291,0.9
biology,InfoNCE,100,1,0.23719771276929624,0.0,0.3031879663467407,0.2982051968574524,0.00498276948928833,0.14275407791137695,0.21643071775309958,0.3516857624053955,0.5
biology,InfoNCE,101,101+,0.0,0.0,0.25542670488357544,0.19764095544815063,0.057785749435424805,0.2895124852657318,0.3385184000744935,0.25719666481018066,0.8
biology,InfoNCE,102,101+,0.0,0.0,0.41871121525764465,0.06283950805664062,0.35587170720100403,0.3908885717391968,0.29743921415097746,0.41871118545532227,0.4
biology,InfoNCE,11,2-10,0.2765732350040719,0.6666666666666667,0.2680097222328186,0.19630223512649536,0.07170748710632324,0.07170754671096802,0.07864174969854616,0.3650948405265808,0.7
biology,InfoNCE,12,101+,0.0,0.0,0.3431892991065979,0.11718744039535522,0.22600185871124268,0.22787782549858093,0.18420760629648758,0.37513482570648193,0.8
biology,InfoNCE,13,2-10,0.6168295842361275,0.75,0.303375244140625,0.19782108068466187,0.10555416345596313,0.08850115537643433,0.13558357845185393,0.336358904838562,0.8
biology,InfoNCE,14,1,-0.05072433796302572,-0.6666666666666667,0.2622162699699402,0.2658689022064209,-0.003652632236480713,0.009554862976074219,0.016536726955849554,0.33304205536842346,0.6
biology,InfoNCE,15,101+,0.2188505885308512,0.16666666666666666,0.3702722489833832,0.2726806402206421,0.09759160876274109,0.2753593921661377,0.30709385770100034,0.3520742654800415,0.7
biology,InfoNCE,16,101+,0.0,0.0,0.37394970655441284,0.15598994493484497,0.21795976161956787,0.27470123767852783,0.2297935318411867,0.37394964694976807,0.8
biology,InfoNCE,17,2-10,0.14693317688339746,0.0,0.2965555787086487,0.3077026605606079,-0.011147081851959229,0.0015342235565185547,0.0023795131510456653,0.30912238359451294,0.8
biology,InfoNCE,18,101+,0.15642624200758548,0.14285714285714285,0.35852518677711487,0.18653982877731323,0.17198535799980164,0.14921069145202637,0.08970262996256695,0.3541897237300873,0.4
biology,InfoNCE,19,2-10,0.5,0.6666666666666667,0.25953757762908936,0.19546055793762207,0.06407701969146729,0.06407713890075684,0.12423204701801291,0.25953757762908936,0.6
biology,InfoNCE,2,11-100,0.4941479988872082,0.3333333333333333,0.32535964250564575,0.25172239542007446,0.07363724708557129,0.34118983149528503,0.3342515002194284,0.35514339804649353,0.7
biology,InfoNCE,20,2-10,0.5378479902998544,0.8888888888888888,0.2726922631263733,0.15808916091918945,0.11460310220718384,0.10234099626541138,0.10686494590351261,0.27490097284317017,0.5
biology,InfoNCE,21,2-10,0.16362992818445032,0.6666666666666667,0.2890273928642273,0.25262701511383057,0.03640037775039673,0.12446147203445435,0.18752599751644533,0.27945780754089355,0.8
biology,InfoNCE,22,11-100,0.6131471927654584,1.0,0.34298431873321533,0.18879598379135132,0.154188334941864,0.23439347743988037,0.285064580164135,0.3053496181964874,0.8
biology,InfoNCE,23,101+,0.0,0.0,0.35257530212402344,0.23751318454742432,0.11506211757659912,0.3012569546699524,0.28848712951858013,0.4142646789550781,0.7
biology,InfoNCE,24,1,-0.7653606369886217,-1.0,0.1478087306022644,0.27984321117401123,-0.13203448057174683,0.0473252534866333,0.08277294874717331,0.20554295182228088,0.6
biology,InfoNCE,25,1,-0.21265070651264217,-0.6666666666666667,0.2706443667411804,0.29475438594818115,-0.024110019207000732,0.11607062816619873,0.14448898883312872,0.3190065622329712,0.7
biology,InfoNCE,26,101+,0.0,0.0,0.32426613569259644,0.2570676803588867,0.06719845533370972,0.07663995027542114,0.04690308237283846,0.32426613569259644,0.6
biology,InfoNCE,27,11-100,0.2691828628414762,0.16666666666666666,0.29247087240219116,0.27273571491241455,0.01973515748977661,0.08844143152236938,0.18461495350889134,0.3529544472694397,0.8
biology,InfoNCE,28,2-10,0.04382375083885143,0.04999999999999999,0.25622642040252686,0.1274094581604004,0.12881696224212646,0.12881696224212646,0.07598591295769022,0.25622642040252686,0.7
biology,InfoNCE,29,11-100,0.0,0.0,0.19051086902618408,0.22491830587387085,-0.03440743684768677,-0.01966017484664917,-0.06927766397733856,0.285056471824646,0.8
biology,InfoNCE,3,1,0.0,0.0,0.23827219009399414,0.2610173225402832,-0.022745132446289062,-0.04004979133605957,-0.003230050521800268,0.2622876763343811,0.5
biology,InfoNCE,30,1,-0.20714198040934612,-0.5,0.18441271781921387,0.274300217628479,-0.08988749980926514,-0.011623740196228027,0.03875531329264731,0.2693714499473572,0.5
biology,InfoNCE,31,11-100,0.2960819109658652,0.5,0.3751923441886902,0.1933985948562622,0.18179374933242798,0.24880555272102356,0.31959176092739217,0.35619810223579407,0.4
biology,InfoNCE,32,101+,0.0,0.0,0.18458884954452515,0.26564717292785645,-0.0810583233833313,-0.07100901007652283,-0.10077060185314926,0.19226378202438354,0.6
biology,InfoNCE,33,101+,0.0,0.0,0.3357890844345093,0.23896723985671997,0.0968218445777893,0.0968218445777893,0.0459013989104375,0.36085695028305054,0.6
biology,InfoNCE,34,101+,0.0,0.0,0.292978972196579,0.28116780519485474,0.011811167001724243,0.17979806661605835,0.1691141993561535,0.3173694312572479,0.6
biology,InfoNCE,35,2-10,0.7918450036385782,0.8,0.2796342968940735,0.19466865062713623,0.08496564626693726,0.13290125131607056,0.17737194782606167,0.3284391462802887,0.6
biology,InfoNCE,36,11-100,0.31546487678572877,0.125,0.27455657720565796,0.24539059400558472,0.029165983200073242,0.11601638793945312,0.13901914677403746,0.27455663681030273,0.8
biology,InfoNCE,37,101+,0.0,0.0,0.37062549591064453,0.26768457889556885,0.10294091701507568,0.34324488043785095,0.3126166907705454,0.37295302748680115,0.7
biology,InfoNCE,38,11-100,0.812653045383133,1.0,0.3075358271598816,0.21645879745483398,0.09107702970504761,0.1572411060333252,0.18816804998432768,0.3307915925979614,0.7
biology,InfoNCE,39,101+,1.0,1.0,0.292172908782959,0.1959829330444336,0.09618997573852539,0.36465030908584595,0.39803961354916734,0.3386536240577698,0.6
biology,InfoNCE,4,2-10,-0.18154179253735267,-0.2,0.20023977756500244,0.22460722923278809,-0.024367451667785645,0.0029111504554748535,-0.04201011415598706,0.24022790789604187,0.5
biology,InfoNCE,40,101+,0.0,0.0,0.40608683228492737,0.17790764570236206,0.2281791865825653,0.2858857214450836,0.25644860373272327,0.4526844620704651,0.7
biology,InfoNCE,41,11-100,0.8710785440003369,1.0,0.2811043858528137,0.20065057277679443,0.08045381307601929,0.1834145188331604,0.24913505153754179,0.31771647930145264,0.6
biology,InfoNCE,42,101+,0.0,0.0,0.29686278104782104,0.142162024974823,0.15470075607299805,0.3340287208557129,0.331901978866437,0.29254090785980225,0.7
biology,InfoNCE,43,11-100,0.4776237035032179,0.5,0.3455435037612915,0.20929419994354248,0.13624930381774902,0.27868837118148804,0.2791107483697587,0.3775671422481537,0.9
biology,InfoNCE,44,11-100,0.2640681225725909,0.25,0.25330138206481934,0.17508965730667114,0.0782117247581482,0.13038253784179688,0.13227542689664157,0.28309643268585205,0.7
biology,InfoNCE,45,11-100,0.23719771276929622,0.2,0.3041113615036011,0.2109469175338745,0.09316444396972656,0.09316432476043701,0.057303537688325024,0.3919379711151123,0.7
biology,InfoNCE,46,101+,0.0,0.0,0.37913191318511963,0.18396800756454468,0.19516390562057495,0.22519341111183167,0.1751014251395092,0.379131942987442,0.6
biology,InfoNCE,47,11-100,0.8179809735263114,1.0,0.3128463625907898,0.14699113368988037,0.16585522890090942,0.27493607997894287,0.3201758157346293,0.35855093598365784,0.7
biology,InfoNCE,48,11-100,0.4632423659320675,0.5,0.24562078714370728,0.18925684690475464,0.05636394023895264,0.3987948000431061,0.39653796743101527,0.26118457317352295,0.6
biology,InfoNCE,49,101+,0.8315546295836225,1.0,0.47980839014053345,0.24164599180221558,0.23816239833831787,0.36701545119285583,0.3759597549497401,0.4943672716617584,0.6
biology,InfoNCE,5,2-10,0.29047279550897565,0.6666666666666667,0.2825853228569031,0.23043417930603027,0.0521511435508728,0.056213200092315674,0.10599058088120872,0.29066234827041626,0.7
biology,InfoNCE,50,101+,0.0,0.0,0.3443090617656708,0.08632004261016846,0.2579890191555023,0.39706429839134216,0.399403997071921,0.37460657954216003,0.6
biology,InfoNCE,51,101+,0.0,0.0,0.4432004392147064,0.17389297485351562,0.2693074643611908,0.3107953816652298,0.20428935847890575,0.44317692518234253,0.7
biology,InfoNCE,52,11-100,0.20210734650054757,0.25,0.3520714342594147,0.20521998405456543,0.14685145020484924,0.09036624431610107,0.030309429901088758,0.34924665093421936,0.7
biology,InfoNCE,53,101+,0.3084274278260313,0.16666666666666666,0.3776335120201111,0.21989154815673828,0.1577419638633728,0.3508119583129883,0.35983158375784474,0.39169254899024963,0.9
biology,InfoNCE,54,11-100,0.617319681505689,1.0,0.38391897082328796,0.08954322338104248,0.2943757474422455,0.4371296763420105,0.45483611393490475,0.37504151463508606,0.5
biology,InfoNCE,55,11-100,0.20210734650054757,0.25,0.28642749786376953,0.17470324039459229,0.11172425746917725,0.26075926423072815,0.26858380512214663,0.3011730909347534,0.7
biology,InfoNCE,56,101+,0.0,0.0,0.4093661308288574,0.15067654848098755,0.2586895823478699,0.34649163484573364,0.2929944332299994,0.40936601161956787,0.7
biology,InfoNCE,57,2-10,0.35234566506778275,0.25,0.23263919353485107,0.1623091697692871,0.07033002376556396,0.1662420630455017,0.2407895862729499,0.3136940002441406,0.8
biology,InfoNCE,58,11-100,0.46927872602275644,1.0,0.31545859575271606,0.18707901239395142,0.12837958335876465,0.20758754014968872,0.26475368701726926,0.38155582547187805,0.7
biology,InfoNCE,59,11-100,0.23719771276929622,0.2,0.270113468170166,0.19597774744033813,0.07413572072982788,0.11947125196456909,0.18506380157108682,0.24592703580856323,0.6
biology,InfoNCE,6,11-100,0.29849003527675555,1.0,0.3739330768585205,0.1758939027786255,0.19803917407989502,0.18053168058395386,0.1612559603045227,0.37654319405555725,0.7
biology,InfoNCE,60,101+,0.0,0.0,0.3884393572807312,0.07571244239807129,0.3127269148826599,0.4080188274383545,0.3616161914269175,0.39236584305763245,0.8
biology,InfoNCE,61,11-100,0.0,0.0,0.33875495195388794,0.16103386878967285,0.1777210831642151,0.2951083779335022,0.28870967134430736,0.36903879046440125,0.6
biology,InfoNCE,62,2-10,0.11454011842851256,0.3,0.2798953056335449,0.21074426174163818,0.06915104389190674,0.12807995080947876,0.22648424183213647,0.3439830541610718,0.8
biology,InfoNCE,63,11-100,0.3191471544989227,0.25,0.3598358631134033,0.2150440216064453,0.144791841506958,0.19065052270889282,0.18527858600363345,0.42181670665740967,0.9
biology,InfoNCE,64,2-10,0.16844537041637744,0.33333333333333337,0.23686665296554565,0.18585509061813354,0.05101156234741211,0.1315280795097351,0.19548729877109108,0.2844013571739197,0.7
biology,InfoNCE,65,1,0.0,0.0,0.24028056859970093,0.24028056859970093,0.0,0.0,,0.41115573048591614,0.6
biology,InfoNCE,66,2-10,0.41981074770899945,0.5,0.25978606939315796,0.21830368041992188,0.041482388973236084,0.05601799488067627,0.07971916740019751,0.32310038805007935,0.6
biology,InfoNCE,67,11-100,0.369453583111095,0.5,0.29911231994628906,0.1806623339653015,0.11844998598098755,0.2868101894855499,0.2693375679070873,0.33812904357910156,0.6
biology,InfoNCE,68,11-100,0.21398626473452756,0.5,0.2663421630859375,0.12128639221191406,0.14505577087402344,0.32501286268234253,0.34438335741487025,0.33223646879196167,0.7
biology,InfoNCE,69,11-100,0.2476427880871277,0.14285714285714285,0.1926925778388977,0.09059572219848633,0.10209685564041138,0.15345031023025513,0.2343605107476186,0.2599360942840576,0.6
biology,InfoNCE,7,1,-0.2021073465005475,0.0,0.07368022203445435,0.11749500036239624,-0.043814778327941895,-0.04381459951400757,-0.0685916656690638,0.10413408279418945,0.6
biology,InfoNCE,70,2-10,0.10724620922995437,0.33333333333333337,0.32204192876815796,0.30275386571884155,0.019288063049316406,-0.12949073314666748,-0.1606030710825257,0.28729283809661865,0.8
biology,InfoNCE,71,101+,0.0,0.0,0.24644291400909424,0.16045451164245605,0.08598840236663818,0.18459439277648926,0.16195147514693387,0.3232933282852173,0.8
biology,InfoNCE,72,1,-0.06476172503948735,-0.75,0.1996089220046997,0.264052152633667,-0.06444323062896729,-0.05695837736129761,-0.05490400188005087,0.2958033084869385,0.5
biology,InfoNCE,73,101+,0.0,0.0,0.4331502914428711,0.10924863815307617,0.3239016532897949,0.3953290283679962,0.3095444297715002,0.44939540326595306,0.3
biology,InfoNCE,74,1,0.2733648774656634,0.0,0.2725440263748169,0.23331201076507568,0.03923201560974121,0.062379419803619385,0.09299842460026331,0.27534765005111694,0.6
biology,InfoNCE,75,11-100,0.41618115554873086,0.3333333333333333,0.4035019874572754,0.21572250127792358,0.1877794861793518,0.1819983422756195,0.1565445431657171,0.4147770404815674,0.7
biology,InfoNCE,76,101+,0.0,0.0,0.3682524561882019,0.32476383447647095,0.04348862171173096,0.2803065776824951,0.23846925890877815,0.3813028335571289,0.3
biology,InfoNCE,77,101+,0.0,0.0,0.3997361660003662,0.1852068305015564,0.21452933549880981,0.24254286289215088,0.20531822717950948,0.4042690396308899,0.8
biology,InfoNCE,78,2-10,0.053097570474025524,0.1333333333333333,0.19296205043792725,0.21083903312683105,-0.01787698268890381,0.08513045310974121,0.19197792236116076,0.2162998914718628,0.8
biology,InfoNCE,79,2-10,0.45221360703148816,0.75,0.28973180055618286,0.2653481364250183,0.02438366413116455,0.1899944543838501,0.25600568775247057,0.33555868268013,0.4
biology,InfoNCE,8,1,-0.6131471927654584,-1.0,-0.06872391700744629,0.14146989583969116,-0.21019381284713745,-0.18695318698883057,-0.21211060390910497,0.15257513523101807,0.5
biology,InfoNCE,80,101+,0.0,0.0,0.2724337577819824,0.1855735182762146,0.08686023950576782,0.13583025336265564,0.12149169361817393,0.17799893021583557,0.6
biology,InfoNCE,81,101+,0.0,0.0,0.3011682331562042,0.2240883708000183,0.07707986235618591,0.20179617404937744,0.13491088395756065,0.34019213914871216,0.8
biology,InfoNCE,82,101+,0.0,0.0,0.3793361783027649,0.1642124056816101,0.21512377262115479,0.3233744502067566,0.2647504351822286,0.37992769479751587,0.5
biology,InfoNCE,83,101+,0.0,0.0,0.33027541637420654,0.12884902954101562,0.20142638683319092,0.295449435710907,0.27181654881293027,0.33027535676956177,0.4
biology,InfoNCE,84,2-10,0.42972130227891636,0.5,0.08635610342025757,0.029728949069976807,0.05662715435028076,0.056627094745635986,0.07288547616091375,0.30594027042388916,0.3
biology,InfoNCE,85,2-10,0.6934264036172708,0.6666666666666667,0.22827279567718506,0.18208152055740356,0.046191275119781494,0.312410831451416,0.3416105450334022,0.267128050327301,0.9
biology,InfoNCE,86,11-100,0.4935232796777481,1.0,0.34469783306121826,0.2941240072250366,0.05057382583618164,0.05031085014343262,0.07428635084368602,0.3894297480583191,0.6
biology,InfoNCE,87,11-100,0.2640681225725909,0.25,0.3567321300506592,0.2509276270866394,0.10580450296401978,0.2457922399044037,0.28112544777192433,0.35115498304367065,0.6
biology,InfoNCE,88,11-100,0.7653606369886217,1.0,0.35592401027679443,0.1206008791923523,0.23532313108444214,0.35081541538238525,0.413879428642966,0.3706940710544586,0.8
biology,InfoNCE,89,11-100,0.20210734650054757,0.25,0.2743574380874634,0.22647064924240112,0.047886788845062256,0.13530784845352173,0.1713904198180407,0.3124326467514038,0.8
biology,InfoNCE,9,11-100,0.09546043308946733,0.125,0.24211835861206055,0.1711876392364502,0.07093071937561035,0.11300039291381836,0.10226615113674312,0.28497055172920227,0.7
biology,InfoNCE,90,101+,0.0,0.0,0.3491177558898926,0.21072113513946533,0.13839662075042725,0.26273685693740845,0.20538004142842545,0.348405659198761,0.7
biology,InfoNCE,91,101+,0.2406672991267921,0.125,0.4617953300476074,0.22070634365081787,0.24108898639678955,0.4643971025943756,0.43228939595868665,0.4685763120651245,0.7
biology,InfoNCE,92,11-100,0.0,0.0,0.24127614498138428,0.1965596079826355,0.04471653699874878,0.17239004373550415,0.21276986327789965,0.2703999876976013,0.7
biology,InfoNCE,93,11-100,0.2890648263178879,0.1,0.30755162239074707,0.2221987247467041,0.08535289764404297,0.11881512403488159,0.1050252672341807,0.30755168199539185,0.7
biology,InfoNCE,94,11-100,0.5585075862632192,1.0,0.2841269373893738,0.22186368703842163,0.06226325035095215,0.008069634437561035,0.0021772731689745223,0.25023365020751953,0.7
biology,InfoNCE,95,11-100,0.0,0.0,0.2945166230201721,0.15383177995681763,0.1406848430633545,0.16179591417312622,0.10290588255132883,0.3163715898990631,0.6
biology,InfoNCE,96,2-10,0.4359079059814106,0.9,0.2927141785621643,0.1897326111793518,0.1029815673828125,0.2534407377243042,0.3069361746685044,0.2741743326187134,0.8
biology,InfoNCE,97,2-10,0.1845756967795682,0.0,0.20342719554901123,0.20681458711624146,-0.0033873915672302246,0.014174103736877441,0.02071913146849455,0.23190051317214966,0.8
biology,InfoNCE,98,101+,0.6131471927654584,1.0,0.4628983736038208,0.22433871030807495,0.23855966329574585,0.19985845685005188,0.18056660999996987,0.3135693669319153,0.6
biology,InfoNCE,99,1,0.09397456446531771,0.0,0.29770028591156006,0.24101436138153076,0.0566859245300293,0.05668574571609497,0.13509786845715582,0.3104896545410156,0.7
biology,LambdaLoss,0,1,0.09803928583135707,0.0,0.32391536235809326,0.33609187602996826,-0.012176513671875,-0.012176573276519775,-0.0045565733688413095,0.4249610900878906,0.5
