subset,model,query_id,reference_rank_bin,delta_ndcg,delta_mrr,delta_best_positive_score,delta_hardest_unlabelled_score,delta_margin,delta_fixed_margin,delta_fixed_boundary_distance,delta_fixed_mean_positive_cosine,query_neighbor_retention
earth_science,Listwise,62,1,0.0,0.0,0.017954647541046143,-0.04494035243988037,0.06289499998092651,0.10656791925430298,0.09517739186371921,0.017954707145690918,0.6
earth_science,Listwise,63,2-10,0.0,0.0,-0.12367969751358032,-0.10648143291473389,-0.017198264598846436,0.012989461421966553,0.01798321097627694,-0.135008305311203,0.7
earth_science,Listwise,64,2-10,0.0,0.0,-0.043494343757629395,-0.08160644769668579,0.038112103939056396,0.03811204433441162,0.04160570726804386,-0.10092970728874207,0.9
earth_science,Listwise,65,1,0.0,0.0,-0.03819608688354492,-0.06466352939605713,0.026467442512512207,0.026467561721801758,0.03523860153713694,-0.038196027278900146,0.9
earth_science,Listwise,66,2-10,0.31546487678572877,0.375,0.006231546401977539,-0.009913921356201172,0.01614546775817871,0.12713557481765747,0.11486158581619058,0.006231546401977539,0.6
earth_science,Listwise,67,1,0.20132604683997746,0.0,-0.029587388038635254,-0.026207685470581055,-0.0033797025680541992,0.011809289455413818,0.009901223433069296,0.008120715618133545,0.6
earth_science,Listwise,68,2-10,-0.09803928583135704,-0.1,-0.08094513416290283,-0.04017597436904907,-0.04076915979385376,0.0412958562374115,0.052060615504966185,-0.08082553744316101,0.6
earth_science,Listwise,69,1,0.026870409803294693,0.0,-0.041384339332580566,-0.03595060110092163,-0.0054337382316589355,0.20032769441604614,0.1469987544274794,-0.04636657238006592,0.9
earth_science,Listwise,7,101+,0.6131471927654584,1.0,0.025348663330078125,-0.14376795291900635,0.16911661624908447,0.25309574604034424,0.26959693799175144,-0.002343416213989258,0.7
earth_science,Listwise,70,2-10,0.10093286297665552,0.35714285714285715,0.07453262805938721,-0.019783079624176025,0.09431570768356323,0.19306164979934692,0.18589664164284245,0.0892152488231659,0.4
earth_science,Listwise,71,1,0.21515079688078376,0.0,-0.09562361240386963,-0.07367342710494995,-0.021950185298919678,0.07740840315818787,0.05807422448811681,-0.08265942335128784,0.5
earth_science,Listwise,72,2-10,0.41192012474645034,0.5,0.09173315763473511,-0.017326414585113525,0.10905957221984863,0.22172650694847107,0.19512841051483368,0.04978632926940918,0.7
earth_science,Listwise,73,1,-0.09803928583135707,0.0,-0.01696842908859253,-0.021365642547607422,0.004397213459014893,0.031267762184143066,0.035556547892733756,-0.04644843935966492,0.7
earth_science,Listwise,74,1,0.0,0.0,0.0985296368598938,-0.025288701057434082,0.12381833791732788,0.27423903346061707,0.24483172605148176,0.059285521507263184,0.8
earth_science,Listwise,75,1,0.0,0.0,0.04804253578186035,0.014837265014648438,0.033205270767211914,0.09774613380432129,0.09781907722945993,0.054831624031066895,0.7
earth_science,Listwise,76,2-10,0.7653606369886217,0.8333333333333334,-0.03183603286743164,-0.15604352951049805,0.1242074966430664,0.2321714162826538,0.20656618264617,-0.04312455654144287,0.7
earth_science,Listwise,77,101+,0.0,0.0,-0.05461961030960083,-0.017818808555603027,-0.0368008017539978,0.09188917279243469,0.08379721178702106,-0.15918084979057312,0.5
earth_science,Listwise,78,11-100,0.0,0.0,-0.08699461817741394,-0.04483109712600708,-0.04216352105140686,-0.039391517639160156,-0.03606272146017153,-0.10541641712188721,0.9
earth_science,Listwise,79,11-100,0.0,0.0,-0.18541747331619263,-0.017304837703704834,-0.1681126356124878,-0.16811257600784302,-0.12238675251011133,-0.1824234575033188,0.7
earth_science,Listwise,8,2-10,0.5,0.6666666666666667,0.004755377769470215,-0.1266922950744629,0.1314476728439331,0.1601126790046692,0.15608238151133064,0.004755258560180664,0.6
earth_science,Listwise,80,1,0.0,0.0,-0.009777307510375977,-0.05583178997039795,0.04605448246002197,0.04605448246002197,0.047172270683298434,0.022748053073883057,0.7
earth_science,Listwise,81,1,0.0,0.0,0.021700918674468994,-0.044600844383239746,0.06630176305770874,0.18620622158050537,0.2394458287493311,0.02170085906982422,0.8
earth_science,Listwise,82,1,0.0,0.0,0.05277609825134277,0.03864699602127075,0.014129102230072021,0.020505011081695557,0.03368733227687639,0.06725358963012695,0.6
earth_science,Listwise,83,1,0.12033513451003242,0.0,0.007981181144714355,-0.190792977809906,0.19877415895462036,0.21898818016052246,0.18236851402462717,0.006027698516845703,0.7
earth_science,Listwise,84,101+,0.0,0.0,-0.06860354542732239,-0.04220002889633179,-0.0264035165309906,0.2532476782798767,0.23977605970738158,-0.068603515625,0.7
earth_science,Listwise,85,2-10,-0.03952524110717763,-0.16666666666666666,-0.0632551908493042,-0.040279924869537354,-0.022975265979766846,-0.01503688097000122,-0.013993498765769974,-0.09421095252037048,0.7
earth_science,Listwise,86,1,-0.2304403089379834,0.0,0.04892623424530029,-0.1170821487903595,0.1660083830356598,0.12671881914138794,0.1245276489711948,-0.1487756371498108,0.7
earth_science,Listwise,87,1,0.0,0.0,-0.0987546443939209,-0.029671072959899902,-0.069083571434021,0.02255725860595703,0.013457795731298655,-0.0987544059753418,0.7
earth_science,Listwise,88,1,-0.07203883062568583,-0.5,0.030217409133911133,0.0535426139831543,-0.023325204849243164,0.14357280731201172,0.12925881357252114,0.018849551677703857,0.7
earth_science,Listwise,89,101+,0.0,0.0,-0.1170409768819809,0.07088637351989746,-0.18792733550071716,-0.050812751054763794,-0.016732824662644002,-0.11741369962692261,0.4
earth_science,Listwise,9,11-100,0.11706259313796354,0.2,0.019538938999176025,-0.05045086145401001,0.06998980045318604,0.06998974084854126,0.0841009784382234,0.014159590005874634,0.7
earth_science,Listwise,90,2-10,-0.19533336387744393,-0.125,-0.02658987045288086,0.019063293933868408,-0.04565316438674927,0.05609440803527832,0.05927532533574681,-0.07226818799972534,0.8
earth_science,Listwise,91,2-10,0.0,0.0,-0.08447206020355225,-0.1250443458557129,0.040572285652160645,0.14480537176132202,0.14253219933117217,-0.1078718900680542,0.8
earth_science,Listwise,92,2-10,-0.12680654863562496,-0.08333333333333334,-0.008797526359558105,0.0019756555557250977,-0.010773181915283203,-0.10570335388183594,-0.09394310237334727,-0.07804381847381592,0.5
earth_science,Listwise,93,2-10,0.06645537306809979,0.08333333333333334,0.015323638916015625,0.0879548192024231,-0.07263118028640747,-0.027637898921966553,-0.07199170755798165,0.012717604637145996,0.8
earth_science,Listwise,94,101+,0.0,0.0,0.01472485065460205,-0.06076192855834961,0.07548677921295166,0.24406787753105164,0.20649996691773773,0.014724820852279663,0.7
earth_science,Listwise,95,2-10,0.08964768089898686,-0.07500000000000001,-0.02529430389404297,-0.005945384502410889,-0.01934891939163208,0.0009979605674743652,0.006430130925917182,-0.03455030918121338,0.8
earth_science,Listwise,96,2-10,0.40179981797758046,0.6666666666666667,-0.0017818808555603027,-0.016703307628631592,0.014921426773071289,0.2573947310447693,0.24795796831187591,-0.06172984838485718,0.8
earth_science,Listwise,97,2-10,0.0205655539631949,0.04999999999999999,-0.15909147262573242,-0.17624908685684204,0.01715761423110962,0.16287168860435486,0.15371145877315073,-0.1496167778968811,0.6
earth_science,Listwise,98,1,0.039075217475442514,0.0,0.015141606330871582,-0.09976053237915039,0.11490213871002197,0.14018315076828003,0.12753682373882622,-0.013288021087646484,0.7
earth_science,Listwise,99,11-100,0.0,0.0,-0.09238895773887634,-0.041435062885284424,-0.05095389485359192,-0.05095392465591431,-0.03521941773587736,-0.09811344742774963,0.9
robotics,E0,0,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,1,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,10,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,100,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,11,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,12,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,13,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,14,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,15,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,16,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,17,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,18,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,19,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,2,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,20,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,21,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,22,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,23,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,24,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,25,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,26,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,27,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,28,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,29,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,3,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,30,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,31,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,32,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,33,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,34,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,35,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,36,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,37,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,38,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,39,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,4,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,40,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,41,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,42,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,43,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,44,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,45,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,46,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,47,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,48,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,49,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,5,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,50,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,51,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,52,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,53,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,54,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,55,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,56,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,57,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,58,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,59,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,6,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,60,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,61,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,62,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,63,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,64,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,65,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,66,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,67,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,68,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,69,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,7,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,70,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,71,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,72,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,73,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,74,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,75,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,76,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,77,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,78,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,79,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,8,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,80,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,81,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,82,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,83,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,84,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,85,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,86,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,87,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,88,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,89,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,9,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,90,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,91,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,92,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,93,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,94,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,95,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,96,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,97,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,98,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,E0,99,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
robotics,InfoNCE,0,101+,0.0,0.0,0.2314789891242981,0.0789596438407898,0.1525193452835083,0.18269330263137817,0.11835731277113803,0.22948849201202393,0.5
robotics,InfoNCE,1,101+,0.0,0.0,0.36834731698036194,0.11928224563598633,0.2490650713443756,0.2617695927619934,0.21962112420319324,0.4048142731189728,0.8
robotics,InfoNCE,10,11-100,0.611019150498302,1.0,0.24258136749267578,0.1481996774673462,0.09438169002532959,0.17173641920089722,0.24889181815881217,0.24046114087104797,0.4
robotics,InfoNCE,100,101+,0.0,0.0,0.2538296580314636,0.16245079040527344,0.09137886762619019,0.2799539566040039,0.31205061020784697,0.2538297176361084,0.7
robotics,InfoNCE,11,11-100,0.0,0.0,0.13699334859848022,0.06266534328460693,0.07432800531387329,0.2075444459915161,0.2074581926214883,0.136993408203125,0.4
robotics,InfoNCE,12,11-100,0.08671382849411972,0.125,0.25854092836380005,0.14297139644622803,0.11556953191757202,0.11556971073150635,0.10121339722710232,0.2354508340358734,0.9
robotics,InfoNCE,13,101+,0.0,0.0,0.3047600984573364,0.16285467147827148,0.14190542697906494,0.34947842359542847,0.2881908324771342,0.3047599196434021,0.5
robotics,InfoNCE,14,101+,0.0,0.0,0.23295390605926514,0.13750970363616943,0.0954442024230957,0.33540329337120056,0.31884672021012306,0.30390995740890503,0.4
robotics,InfoNCE,15,11-100,0.0,0.0,0.1269577145576477,0.09271329641342163,0.034244418144226074,0.04460012912750244,0.050397451172210325,0.12695777416229248,0.6
robotics,InfoNCE,16,11-100,0.5834330535576522,1.0,0.23796403408050537,0.17374253273010254,0.06422150135040283,0.15942251682281494,0.20213235125204843,0.32903432846069336,0.7
robotics,InfoNCE,17,11-100,0.10699313236726378,0.125,0.12491846084594727,0.07316642999649048,0.05175203084945679,0.12457156181335449,0.15813381316965394,0.15488427877426147,0.9
robotics,InfoNCE,18,2-10,0.37594947999616213,0.5,0.08919072151184082,0.0615273118019104,0.02766340970993042,0.0867202877998352,0.23623995910201584,0.10701978206634521,0.7
robotics,InfoNCE,19,101+,0.3562071871080222,0.16666666666666666,0.2414538860321045,0.06546288728713989,0.1759909987449646,0.3081938624382019,0.3476624644711964,0.2414538860321045,0.6
robotics,InfoNCE,2,11-100,0.0,0.0,0.02868175506591797,0.02263462543487549,0.0060471296310424805,0.040052592754364014,0.05955098423653278,0.0713188648223877,0.6
robotics,InfoNCE,20,2-10,0.09087456915245543,0.5,0.11800247430801392,0.11293900012969971,0.005063474178314209,0.06358492374420166,0.08551173639350597,0.14537084102630615,0.6
robotics,InfoNCE,21,101+,0.0,0.0,0.14229649305343628,0.09828543663024902,0.044011056423187256,0.044011056423187256,0.027540735281637335,0.14229655265808105,0.6
robotics,InfoNCE,22,11-100,0.2890648263178879,0.1,0.22395628690719604,0.16826319694519043,0.055693089962005615,0.17836755514144897,0.18251318044324055,0.2239561676979065,0.7
robotics,InfoNCE,23,101+,0.0,0.0,0.22481948137283325,0.1502576470375061,0.07456183433532715,0.08878368139266968,0.07863141010073409,0.22481954097747803,0.6
robotics,InfoNCE,24,11-100,0.2200917662980802,1.0,0.25512880086898804,0.1724088191986084,0.08271998167037964,0.19203472137451172,0.24022398640384296,0.2448132336139679,0.6
robotics,InfoNCE,25,11-100,0.0,0.0,0.29302895069122314,0.1453789472579956,0.14765000343322754,0.1882651448249817,0.18567850534414648,0.2930288314819336,0.6
robotics,InfoNCE,26,11-100,0.15130120674940672,0.3333333333333333,0.13311439752578735,0.06840533018112183,0.06470906734466553,0.22864598035812378,0.3164922248067761,0.20421314239501953,0.4
robotics,InfoNCE,27,1,-0.18247040964605554,0.0,0.10765767097473145,0.10754638910293579,0.0001112818717956543,0.014712512493133545,0.04607276276144055,0.0890113115310669,0.7
robotics,InfoNCE,28,11-100,0.0,0.0,0.12786507606506348,0.03754478693008423,0.09032028913497925,0.14834505319595337,0.2428474275820973,0.19039130210876465,0.6
robotics,InfoNCE,29,11-100,0.6309297535714575,0.5,0.30222010612487793,0.17883265018463135,0.12338745594024658,0.2202845811843872,0.3497516404329528,0.30222010612487793,0.7
robotics,InfoNCE,3,11-100,0.23719771276929622,0.2,0.19234031438827515,0.08209574222564697,0.11024457216262817,0.09502142667770386,0.10592048241948372,0.17998307943344116,0.6
robotics,InfoNCE,30,101+,0.0,0.0,0.22211730480194092,0.07892221212387085,0.14319509267807007,0.18062251806259155,0.1697803913010047,0.23950785398483276,0.6
robotics,InfoNCE,31,2-10,-0.23719771276929622,-0.2,0.14683222770690918,0.18723785877227783,-0.04040563106536865,0.02495640516281128,0.030607237329860718,0.15803134441375732,0.4
robotics,InfoNCE,32,101+,0.0,0.0,0.23576319217681885,0.1573960781097412,0.07836711406707764,0.08323973417282104,0.03201573735260943,0.2847501039505005,0.6
robotics,InfoNCE,33,101+,0.0,0.0,0.25992873311042786,0.14271163940429688,0.11721709370613098,0.37583452463150024,0.35885319665501236,0.2589573562145233,0.5
robotics,InfoNCE,34,101+,0.0,0.0,0.24919968843460083,0.10722726583480835,0.14197242259979248,0.14197230339050293,0.07224073812557225,0.24919956922531128,0.7
robotics,InfoNCE,35,101+,0.0,0.0,0.2121748924255371,0.16462945938110352,0.047545433044433594,0.20518186688423157,0.1950444621698774,0.1843295693397522,0.6
robotics,InfoNCE,36,2-10,0.3490790701928675,0.75,0.20077389478683472,0.12638670206069946,0.07438719272613525,0.2583543658256531,0.31058647134567885,0.210732102394104,0.6
robotics,InfoNCE,37,101+,0.0,0.0,0.1815984845161438,0.080655038356781,0.10094344615936279,0.11039602756500244,0.06259086318911875,0.18159854412078857,0.3
robotics,InfoNCE,38,2-10,0.0670909759580096,0.3,0.10363113880157471,0.03629720211029053,0.06733393669128418,0.06733381748199463,0.07368664589960593,0.18489670753479004,0.6
robotics,InfoNCE,39,11-100,0.0,0.0,0.1828572154045105,0.07682859897613525,0.10602861642837524,0.13646644353866577,0.1647898456320981,0.23530539870262146,0.6
robotics,InfoNCE,4,2-10,-0.20025319549806447,-0.25,0.18469512462615967,0.22961419820785522,-0.04491907358169556,0.14395493268966675,0.2193358001913628,0.18469512462615967,0.3
robotics,InfoNCE,40,11-100,0.0,0.0,0.12030923366546631,0.12401026487350464,-0.00370103120803833,0.03294980525970459,0.016434581358689845,0.1849103569984436,0.7
robotics,InfoNCE,41,101+,0.0,0.0,0.4366677701473236,0.013972759246826172,0.42269501090049744,0.48212286829948425,0.41575406838110773,0.4599781632423401,0.8
robotics,InfoNCE,42,101+,0.0,0.0,0.19053053855895996,0.1262814998626709,0.06424903869628906,0.19802260398864746,0.22144452004168846,0.2291530966758728,0.8
robotics,InfoNCE,43,11-100,0.0,0.0,0.09618836641311646,0.10527992248535156,-0.009091556072235107,0.13806629180908203,0.16037899051495985,0.20851728320121765,0.6
robotics,InfoNCE,44,101+,0.0,0.0,0.2857714295387268,0.15325474739074707,0.13251668214797974,0.3147287964820862,0.3337800475614515,0.28946900367736816,0.5
robotics,InfoNCE,45,1,-0.1496550944652454,0.0,0.11078506708145142,0.11265689134597778,-0.0018718242645263672,-0.0018717050552368164,0.011088127196106044,0.08957046270370483,0.7
robotics,InfoNCE,46,11-100,1.0,1.0,0.19377434253692627,0.10843873023986816,0.0853356122970581,0.334068238735199,0.3644149048027448,0.19377434253692627,0.4
robotics,InfoNCE,47,1,0.29047279550897565,0.0,0.23351842164993286,0.20209449529647827,0.03142392635345459,0.03309983015060425,0.06828539225116351,0.27160435914993286,0.8
robotics,InfoNCE,48,2-10,-0.20438239758848611,-0.14285714285714285,0.15230953693389893,0.14472180604934692,0.007587730884552002,0.1667460799217224,0.19189427367221223,0.1453070044517517,0.5
robotics,InfoNCE,49,11-100,0.3333333333333333,0.14285714285714285,0.1300920844078064,0.059170663356781006,0.07092142105102539,0.25497859716415405,0.31598299563290355,0.13009202480316162,0.7
robotics,InfoNCE,5,101+,0.0,0.0,0.17553174495697021,0.04623669385910034,0.12929505109786987,0.17126280069351196,0.19215540909494705,0.18675869703292847,0.5
robotics,InfoNCE,50,11-100,0.349966777951421,1.0,0.2370263934135437,0.12000489234924316,0.11702150106430054,0.0792880654335022,0.08220510465266474,0.23756814002990723,0.5
robotics,InfoNCE,51,101+,0.0,0.0,0.25696825981140137,0.13671982288360596,0.12024843692779541,0.28842413425445557,0.289556587057954,0.2569682002067566,0.5
robotics,InfoNCE,52,101+,0.0,0.0,0.28585827350616455,0.10099649429321289,0.18486177921295166,0.357391893863678,0.37466100633057037,0.28585827350616455,0.8
robotics,InfoNCE,53,101+,0.0,0.0,0.33953946828842163,0.1538102626800537,0.18572920560836792,0.26530712842941284,0.23381860362873913,0.33973631262779236,0.5
robotics,InfoNCE,54,11-100,0.26687965254220064,0.25,0.20328325033187866,0.05793231725692749,0.14535093307495117,0.2814396023750305,0.3226658365246753,0.29726263880729675,0.7
robotics,InfoNCE,55,101+,0.0,0.0,0.1554458737373352,0.13235211372375488,0.023093760013580322,0.04565846920013428,-0.009231412750040469,0.14277023077011108,0.7
robotics,InfoNCE,56,101+,0.0,0.0,0.22716155648231506,0.11989414691925049,0.10726740956306458,0.10726743936538696,0.03789216035636425,0.22716152667999268,0.4
robotics,InfoNCE,57,101+,0.0,0.0,0.16666901111602783,0.14915823936462402,0.01751077175140381,0.12034827470779419,0.10506801551451364,0.16666901111602783,0.8
robotics,InfoNCE,58,101+,0.0,0.0,0.08451545238494873,0.02842479944229126,0.05609065294265747,0.19008493423461914,0.21630702434078497,0.12570691108703613,0.8
robotics,InfoNCE,59,2-10,0.010266311949043483,-0.3,0.12764018774032593,0.14006346464157104,-0.012423276901245117,0.07676482200622559,0.11291683724977085,0.2353959083557129,0.4
robotics,InfoNCE,6,2-10,0.6934264036172708,0.6666666666666667,0.11722111701965332,0.10322356224060059,0.013997554779052734,0.28824305534362793,0.30999314520308446,0.16107237339019775,0.3
robotics,InfoNCE,60,101+,0.0,0.0,0.23536133766174316,0.12578219175338745,0.10957914590835571,0.23114460706710815,0.2698706353497471,0.2353615164756775,0.8
robotics,InfoNCE,61,11-100,0.43067655807339306,0.25,0.213922917842865,0.13070833683013916,0.08321458101272583,0.15115946531295776,0.16670445726796926,0.213922917842865,0.6
robotics,InfoNCE,62,11-100,0.0,0.0,0.13125675916671753,0.05128973722457886,0.07996702194213867,0.07846200466156006,0.07061105170457128,0.22229087352752686,0.7
robotics,InfoNCE,63,1,-0.6437928128919779,-0.8333333333333334,0.016219139099121094,0.07683318853378296,-0.060614049434661865,-0.060614168643951416,-0.152996960235378,0.016219139099121094,0.7
robotics,InfoNCE,64,2-10,-0.24630238874073,-0.5,0.07987266778945923,0.11215507984161377,-0.03228241205215454,-0.03228271007537842,-0.05024139362928841,0.13275104761123657,0.7
