step,reward/mean,reward/pairwise/mean,reward/combined_mean,reward/std,reward/min,reward/max,train/loss,train/loss_listwise,train/loss_pairwise,train/loss_pairwise_weighted,reward/pairwise_weighted
1,0.667828,,,0.170233,0.086923,0.994972,-0.01,,,,
2,0.650589,,,0.161822,0.122781,0.988741,-0.0422,,,,
3,0.632053,,,0.175657,0.07575,0.989055,-0.0718,,,,
4,0.63942,,,0.191034,0.077519,0.985031,-0.0043,,,,
5,0.635738,,,0.174958,0.066279,0.988496,-0.0664,,,,
6,0.688798,,,0.174441,0.107466,0.995937,-0.021,,,,
7,0.616177,,,0.201599,0.060444,0.988135,0.0434,,,,
8,0.701224,,,0.169854,0.07248,0.997269,-0.0682,,,,
9,0.739805,,,0.164653,0.137322,1,-0.0735,,,,
10,0.707999,,,0.169577,0.108082,0.994613,-0.0778,,,,
11,0.752323,,,0.154396,0.1507,1,-0.0927,,,,
12,0.756658,,,0.152759,0.185398,0.996209,-0.0124,,,,
13,0.753131,,,0.160383,0.163397,0.996487,-0.0269,,,,
14,0.773649,,,0.152575,0.206869,0.996967,-0.0454,,,,
15,0.735583,,,0.167445,0.134731,0.99698,-0.0222,,,,
16,0.761549,,,0.148114,0.167585,0.996054,-0.0698,,,,
17,0.708503,,,0.159703,0.147139,0.993178,-0.0836,,,,
18,0.714739,,,0.167032,0.16332,0.99247,-0.068,,,,
19,0.703105,,,0.155043,0.174716,0.988745,-0.0652,,,,
20,0.77341,,,0.15662,0.170583,0.995295,-0.0121,,,,
21,0.768244,,,0.138911,0.220074,0.996967,-0.0619,,,,
22,0.739608,,,0.143863,0.214271,0.996967,-0.0271,,,,
23,0.792256,,,0.144515,0.226661,0.997498,-0.0802,,,,
24,0.752801,,,0.150067,0.189393,0.99515,-0.0545,,,,
25,0.759611,,,0.144134,0.216088,0.996209,-0.0629,,,,
26,0.73484,,,0.158353,0.177964,0.995655,0.0443,,,,
27,0.772659,,,0.142621,0.175039,0.997071,-0.081,,,,
28,0.771038,,,0.147196,0.163184,0.997453,0.0438,,,,
29,0.778884,,,0.150634,0.204,0.999469,-0.0395,,,,
30,0.718266,,,0.161932,0.139461,0.994133,-0.0755,,,,
31,0.774699,,,0.140643,0.224968,1,0.0222,,,,
32,0.755846,,,0.145885,0.222575,0.996437,-0.0536,,,,
33,0.781811,,,0.144698,0.224894,0.994361,-0.0253,,,,
34,0.758507,,,0.135825,0.242331,0.994648,-0.0842,,,,
35,0.758777,,,0.161438,0.207034,0.994723,-0.0571,,,,
36,0.747802,,,0.147404,0.163245,0.998764,-0.0187,,,,
37,0.747758,,,0.152344,0.206254,0.996967,-0.0519,,,,
38,0.786328,,,0.143594,0.25169,1,-0.0536,,,,
39,0.748876,,,0.150673,0.182417,0.996018,-0.085,,,,
40,0.80521,,,0.121381,0.256809,0.998543,-0.0048,,,,
41,0.808966,,,0.132021,0.239578,1,-0.0448,,,,
42,0.76451,,,0.141516,0.210746,0.999469,-0.013,,,,
43,0.763713,,,0.145394,0.202549,0.995843,-0.013,,,,
44,0.777459,,,0.125239,0.288476,0.996967,-0.0522,,,,
45,0.806958,,,0.122392,0.236457,0.994509,-0.0114,,,,
46,0.786672,,,0.140258,0.201705,0.991389,-0.0148,,,,
47,0.78157,,,0.146707,0.198432,0.999469,-0.0729,,,,
48,0.809008,,,0.137196,0.279687,0.999073,-0.0285,,,,
49,0.805038,,,0.137618,0.249389,0.995008,-0.0554,,,,
50,0.810046,,,0.136529,0.24592,1,-0.0318,,,,
51,0.785983,,,0.126809,0.243714,0.995253,-0.014,,,,
52,0.761527,,,0.137845,0.197749,0.99652,-0.0544,,,,
53,0.843342,,,0.124746,0.304675,1,-0.0369,,,,
54,0.794311,,,0.140832,0.224138,0.99412,-0.0068,,,,
55,0.818413,,,0.136207,0.242831,1,-0.0077,,,,
56,0.795398,,,0.146443,0.247997,0.998543,-0.0485,,,,
57,0.791063,,,0.139482,0.235221,0.999469,-0.0592,,,,
58,0.836352,,,0.112214,0.345824,1,0.0002,,,,
59,0.762841,,,0.149033,0.181175,0.995008,-0.0389,,,,
60,0.814127,,,0.13329,0.242923,1,-0.0784,,,,
61,0.799408,,,0.127159,0.285214,0.996571,-0.02,,,,
62,0.8079,,,0.132598,0.313992,1,-0.0417,,,,
63,0.825346,,,0.129434,0.275791,0.997498,-0.1015,,,,
64,0.784682,,,0.14856,0.23213,0.996967,-0.0681,,,,
65,0.780302,,,0.132762,0.234984,0.998711,-0.0822,,,,
66,0.792326,,,0.130299,0.242518,0.999073,-0.0545,,,,
67,0.828196,,,0.118986,0.3565,1,-0.0534,,,,
68,0.767898,,,0.138199,0.247276,0.996466,-0.0716,,,,
69,0.79558,,,0.117908,0.290384,0.997498,-0.0386,,,,
70,0.776335,,,0.146327,0.197863,0.993052,-0.0063,,,,
71,0.799294,,,0.116387,0.254231,0.997115,-0.0132,,,,
72,0.814761,,,0.128522,0.314325,1,-0.0647,,,,
73,0.799446,,,0.128931,0.245674,0.996259,-0.0049,,,,
74,0.811456,,,0.128596,0.271533,1,-0.0579,,,,
75,0.801567,,,0.143629,0.213648,0.998764,-0.0474,,,,
76,0.776492,,,0.137915,0.220072,0.999073,-0.0983,,,,
77,0.814604,,,0.136126,0.230776,0.995008,-0.0156,,,,
78,0.836199,,,0.110811,0.375743,1,-0.0474,,,,
79,0.82247,,,0.116989,0.278815,0.997394,-0.0601,,,,
80,0.825731,,,0.132082,0.259989,1,-0.09,,,,
81,0.831423,,,0.121498,0.306964,0.999469,-0.0516,,,,
82,0.823877,,,0.117957,0.311567,0.998764,-0.0314,,,,
83,0.805289,,,0.116057,0.307252,0.999469,-0.0416,,,,
84,0.845332,,,0.110298,0.342144,1,-0.0212,,,,
85,0.812374,,,0.110207,0.306344,0.992957,-0.0507,,,,
86,0.817446,,,0.133344,0.268459,1,-0.0482,,,,
87,0.807137,,,0.133748,0.267435,0.993796,-0.0907,,,,
88,0.78752,,,0.125493,0.295033,0.998315,-0.0323,,,,
89,0.797507,,,0.124435,0.272531,0.992493,-0.0249,,,,
90,0.833094,,,0.117049,0.320253,0.999073,-0.0303,,,,
91,0.833859,,,0.117019,0.312499,1,-0.0654,,,,
92,0.83771,,,0.107859,0.311901,1,-0.0274,,,,
93,0.821321,,,0.122132,0.26952,0.996041,-0.06,,,,
94,0.791297,,,0.136628,0.2414,0.991882,-0.0793,,,,
95,0.825632,,,0.124993,0.271713,1,-0.019,,,,
96,0.841836,,,0.117013,0.328563,1,0.0095,,,,
97,0.821041,,,0.115987,0.281462,1,-0.0668,,,,
98,0.849012,,,0.101938,0.397492,0.994892,-0.0497,,,,
99,0.8283,,,0.120916,0.328128,1,-0.0201,,,,
100,0.830189,,,0.116033,0.340752,0.998315,-0.0333,,,,
101,0.828745,,,0.115401,0.349127,0.999073,-0.0679,,,,
102,0.816883,,,0.127816,0.283283,0.999469,-0.0212,,,,
103,0.827397,,,0.131777,0.301278,1,-0.0599,,,,
104,0.811394,,,0.11222,0.312722,0.996468,-0.0555,,,,
105,0.834179,,,0.112767,0.320306,1,-0.0477,,,,
106,0.820625,,,0.128006,0.280387,0.999469,-0.0147,,,,
107,0.834776,,,0.114417,0.320147,0.997498,-0.0738,,,,
108,0.814893,,,0.120713,0.297001,0.999073,-0.0298,,,,
109,0.817921,,,0.12543,0.30481,0.998147,-0.0623,,,,
110,0.819018,,,0.125856,0.258126,1,-0.055,,,,
111,0.848715,,,0.119564,0.284731,1,-0.03,,,,
112,0.845424,,,0.109793,0.337157,0.999073,-0.0032,,,,
113,0.8361,,,0.119418,0.298198,0.999073,-0.0715,,,,
